City,Industry,average_salary
Waltham," Buyer",76650.000000
"East Bay"," Veterinary medicine",155000.000000
Delft,Academia,48330.500000
London,Academia,34800.000000
Teramo,Academia,16000.000000
"Moscow ","Academia ",15000.000000
Athens,"Academia - STEM",32000.000000
"Ann Arbor","Academia / Research",68500.000000
Austin,"Academia--cell and molecular biology",48000.000000
Chicago,"Academic Medicine ",55000.000000
Chicago,"Academic Press Production",42000.000000
Oakland,"academic publishing",73000.000000
"NY Metro","Academic publishing",73000.000000
"Evanston, IL","Academic publishing",40800.000000
London,"Academic Publishing",23500.000000
Milwaukee,"Academic publishing ",30000.000000
NYC,"academic research",80000.000000
"San Diego","academic research",64000.000000
"Tucson ","Academic research",63500.000000
Galveston,"Academic research",56500.000000
"Hamilton, ON","Academic research",52000.000000
Portland,"Academic research",48000.000000
Belmont,"Academic research (Psychology)",36883.000000
"Greater Boston Area","Academic research (social science)",45000.000000
"New Haven","Academic science",50000.000000
Denver,"Academic science",37000.000000
Sheffield,"Academic Science ",40322.000000
"Birmingham ","Academic Scientific Research",35600.000000
"NA (remote). Live near Boston, work is based in upstate NY","Academic/nonprofit research",37440.000000
"New Brunswick",Accessibility,74000.000000
Toronto,"Accounting, Banking & Finance",206987154.310345
"Hong Kong","Accounting, Banking & Finance",5000000.000000
"Buenos Aires","Accounting, Banking & Finance",845000.000000
"Cape town","Accounting, Banking & Finance",805000.000000
Copenhagen,"Accounting, Banking & Finance",700000.000000
Ystad,"Accounting, Banking & Finance",396000.000000
"Washington, D.C.","Accounting, Banking & Finance",338250.000000
Kochi,"Accounting, Banking & Finance",300000.000000
Buford,"Accounting, Banking & Finance",250000.000000
"Birmingham ","Accounting, Banking & Finance",235000.000000
"Sao Paulo","Accounting, Banking & Finance",226800.000000
Malvern,"Accounting, Banking & Finance",200000.000000
"Foster City","Accounting, Banking & Finance",200000.000000
Asheville,"Accounting, Banking & Finance",200000.000000
"New York Metro ","Accounting, Banking & Finance",195000.000000
Washington,"Accounting, Banking & Finance",194062.500000
"Houston Texas","Accounting, Banking & Finance",185000.000000
"New York ","Accounting, Banking & Finance",185000.000000
Natick,"Accounting, Banking & Finance",180000.000000
Warsaw,"Accounting, Banking & Finance",180000.000000
"Valparaiso ","Accounting, Banking & Finance",170000.000000
Weymouth,"Accounting, Banking & Finance",165000.000000
"Saint Louis","Accounting, Banking & Finance",165000.000000
Fairbury,"Accounting, Banking & Finance",165000.000000
"New York City ","Accounting, Banking & Finance",163256.500000
LA,"Accounting, Banking & Finance",160000.000000
"South Lake Tahoe","Accounting, Banking & Finance",160000.000000
"San Francisco ","Accounting, Banking & Finance",158455.000000
Franklin,"Accounting, Banking & Finance",158363.000000
"Boston ","Accounting, Banking & Finance",158187.666667
"Jersey City, NJ","Accounting, Banking & Finance",158000.000000
"Fully Remote (Greater Boston)","Accounting, Banking & Finance",155000.000000
Auckland,"Accounting, Banking & Finance",154333.333333
"Saddle Brook","Accounting, Banking & Finance",153000.000000
Brooklyn,"Accounting, Banking & Finance",150000.000000
"Austin ","Accounting, Banking & Finance",150000.000000
Redmond,"Accounting, Banking & Finance",148000.000000
"Washington ","Accounting, Banking & Finance",148000.000000
WFH,"Accounting, Banking & Finance",147000.000000
"San Francisco","Accounting, Banking & Finance",145345.714286
SHIRLEY,"Accounting, Banking & Finance",143000.000000
"NYC ","Accounting, Banking & Finance",142500.000000
"Phoenix ","Accounting, Banking & Finance",141000.000000
"Florham Park","Accounting, Banking & Finance",140000.000000
"Orange County","Accounting, Banking & Finance",140000.000000
Ayer,"Accounting, Banking & Finance",140000.000000
"Davenport ","Accounting, Banking & Finance",140000.000000
Lehi,"Accounting, Banking & Finance",140000.000000
Tysons,"Accounting, Banking & Finance",140000.000000
"New YorknCity","Accounting, Banking & Finance",140000.000000
"Redwood City","Accounting, Banking & Finance",139500.000000
Sydney,"Accounting, Banking & Finance",137600.000000
Zurich,"Accounting, Banking & Finance",135000.000000
"prefer not to say","Accounting, Banking & Finance",135000.000000
"Chester County","Accounting, Banking & Finance",133000.000000
Skillman,"Accounting, Banking & Finance",133000.000000
Hamilton,"Accounting, Banking & Finance",132500.000000
Reno,"Accounting, Banking & Finance",132500.000000
"Newark ","Accounting, Banking & Finance",132500.000000
Fairfax,"Accounting, Banking & Finance",132460.500000
Mclean,"Accounting, Banking & Finance",132055.555556
"South San Francisco","Accounting, Banking & Finance",131100.000000
"Cherry Hill","Accounting, Banking & Finance",130500.000000
"Miami Beach","Accounting, Banking & Finance",130000.000000
" Chicago","Accounting, Banking & Finance",130000.000000
"New York","Accounting, Banking & Finance",129805.687500
NYC,"Accounting, Banking & Finance",129800.000000
"Twin Cities suburbs","Accounting, Banking & Finance",127000.000000
"Washington, DC","Accounting, Banking & Finance",125200.000000
"Neptune Beach","Accounting, Banking & Finance",125000.000000
Sunnyvale,"Accounting, Banking & Finance",125000.000000
Newberg,"Accounting, Banking & Finance",125000.000000
Concord,"Accounting, Banking & Finance",124155.000000
"Large metro area","Accounting, Banking & Finance",122709.000000
Irvine,"Accounting, Banking & Finance",122500.000000
"Decline to answer","Accounting, Banking & Finance",122000.000000
AtlantA,"Accounting, Banking & Finance",120234.782609
"Greater Toronto Area","Accounting, Banking & Finance",120000.000000
Tucson,"Accounting, Banking & Finance",120000.000000
"Utah County","Accounting, Banking & Finance",120000.000000
"Munich ","Accounting, Banking & Finance",120000.000000
Northbrook,"Accounting, Banking & Finance",120000.000000
"Perth ","Accounting, Banking & Finance",120000.000000
Home,"Accounting, Banking & Finance",120000.000000
Vienna,"Accounting, Banking & Finance",120000.000000
"Charlottesville ","Accounting, Banking & Finance",120000.000000
"White Plains","Accounting, Banking & Finance",120000.000000
Wilmington,"Accounting, Banking & Finance",119900.000000
"New York City","Accounting, Banking & Finance",119806.413793
Plano,"Accounting, Banking & Finance",119000.000000
Chicago,"Accounting, Banking & Finance",118915.961538
Detroit,"Accounting, Banking & Finance",116247.000000
"Jersey City","Accounting, Banking & Finance",116225.000000
"San Jose","Accounting, Banking & Finance",116216.666667
"Vienna, VA","Accounting, Banking & Finance",115000.000000
Laurel,"Accounting, Banking & Finance",115000.000000
"Central Illinois","Accounting, Banking & Finance",115000.000000
Nashua,"Accounting, Banking & Finance",115000.000000
"Calgary Alberta Canada","Accounting, Banking & Finance",115000.000000
Brussels,"Accounting, Banking & Finance",114333.333333
"Sydney ","Accounting, Banking & Finance",114000.000000
Alexandria,"Accounting, Banking & Finance",113000.000000
Glenview,"Accounting, Banking & Finance",112500.000000
"Lancaster ","Accounting, Banking & Finance",112000.000000
"Cincinnati ","Accounting, Banking & Finance",112000.000000
Anchorage,"Accounting, Banking & Finance",111866.666667
Ewing,"Accounting, Banking & Finance",111000.000000
Boston,"Accounting, Banking & Finance",110769.125000
Bloomington,"Accounting, Banking & Finance",110000.000000
"DMV Metro Area","Accounting, Banking & Finance",110000.000000
Enon,"Accounting, Banking & Finance",110000.000000
"Hampton Roads","Accounting, Banking & Finance",110000.000000
Quincy,"Accounting, Banking & Finance",110000.000000
Singapore,"Accounting, Banking & Finance",110000.000000
Olympia,"Accounting, Banking & Finance",110000.000000
Renton,"Accounting, Banking & Finance",109700.000000
"Los Angeles","Accounting, Banking & Finance",108961.032258
Auburn,"Accounting, Banking & Finance",108250.000000
"Owings Mills","Accounting, Banking & Finance",108000.000000
Dallas,"Accounting, Banking & Finance",107807.708333
DC,"Accounting, Banking & Finance",107500.000000
"League city","Accounting, Banking & Finance",107500.000000
"Pittsburgh area","Accounting, Banking & Finance",107000.000000
Ashland,"Accounting, Banking & Finance",106600.000000
"Charlotte ","Accounting, Banking & Finance",106250.000000
Melbourne,"Accounting, Banking & Finance",106204.200000
Providence,"Accounting, Banking & Finance",105450.000000
Calgary,"Accounting, Banking & Finance",105142.857143
"Walnut Creek","Accounting, Banking & Finance",105000.000000
"San Ramon ","Accounting, Banking & Finance",105000.000000
Potomac,"Accounting, Banking & Finance",105000.000000
"Nashville ","Accounting, Banking & Finance",105000.000000
Erie,"Accounting, Banking & Finance",105000.000000
"Vancouver,  BC","Accounting, Banking & Finance",104000.000000
Bethesda,"Accounting, Banking & Finance",103000.000000
"Mount Washington ","Accounting, Banking & Finance",102000.000000
Denver,"Accounting, Banking & Finance",101689.285714
ROCHESTER,"Accounting, Banking & Finance",101240.000000
Hartford,"Accounting, Banking & Finance",101000.000000
Lorton,"Accounting, Banking & Finance",101000.000000
"St. Louis","Accounting, Banking & Finance",100876.933333
Baltimore,"Accounting, Banking & Finance",100160.000000
Philadelphia,"Accounting, Banking & Finance",100090.000000
Tampa,"Accounting, Banking & Finance",100063.636364
"Lake Buena Vista","Accounting, Banking & Finance",100000.000000
Newtown,"Accounting, Banking & Finance",100000.000000
Hjsjs,"Accounting, Banking & Finance",100000.000000
Hartforz,"Accounting, Banking & Finance",100000.000000
"Richmond ","Accounting, Banking & Finance",99666.666667
"Mount Laurel","Accounting, Banking & Finance",99000.000000
Peoria,"Accounting, Banking & Finance",98800.000000
Arlington,"Accounting, Banking & Finance",98666.666667
Ogden,"Accounting, Banking & Finance",98000.000000
"Washington DC","Accounting, Banking & Finance",98000.000000
"San diego ","Accounting, Banking & Finance",97557.000000
Hollywood,"Accounting, Banking & Finance",97200.000000
"Des Moines","Accounting, Banking & Finance",97028.500000
Altoona,"Accounting, Banking & Finance",97000.000000
Dubbo,"Accounting, Banking & Finance",97000.000000
"San Jose ","Accounting, Banking & Finance",97000.000000
"Spokane ","Accounting, Banking & Finance",97000.000000
"Boca Raton","Accounting, Banking & Finance",96642.000000
Irving,"Accounting, Banking & Finance",96433.333333
"Overland Park","Accounting, Banking & Finance",96000.000000
"Yellowknife, NT","Accounting, Banking & Finance",96000.000000
Tracy,"Accounting, Banking & Finance",96000.000000
"Minneapolis ","Accounting, Banking & Finance",95742.857143
Phoenix,"Accounting, Banking & Finance",95742.352941
Elko,"Accounting, Banking & Finance",95400.000000
"Minneapolis-St. Paul","Accounting, Banking & Finance",95300.000000
"Sacramento ","Accounting, Banking & Finance",95000.000000
"Metro NYC","Accounting, Banking & Finance",95000.000000
Cary,"Accounting, Banking & Finance",95000.000000
Midwest,"Accounting, Banking & Finance",95000.000000
"I work from home (permanent)","Accounting, Banking & Finance",95000.000000
"Seattle ","Accounting, Banking & Finance",94666.666667
Princeton,"Accounting, Banking & Finance",94240.750000
"Grand Rapids","Accounting, Banking & Finance",94240.000000
Waco,"Accounting, Banking & Finance",94000.000000
Austin,"Accounting, Banking & Finance",93713.333333
Seattle,"Accounting, Banking & Finance",93106.296296
"Chanhassen ","Accounting, Banking & Finance",93000.000000
"Colorado Springs","Accounting, Banking & Finance",93000.000000
Jacksonville,"Accounting, Banking & Finance",92916.666667
Frisco,"Accounting, Banking & Finance",92500.000000
Newark,"Accounting, Banking & Finance",91875.000000
"Mentor, Ohio","Accounting, Banking & Finance",91520.000000
Muskego,"Accounting, Banking & Finance",91500.000000
"Kansas City","Accounting, Banking & Finance",91333.333333
Orlando,"Accounting, Banking & Finance",91009.090909
"San Dieg","Accounting, Banking & Finance",91000.000000
"New Orleans","Accounting, Banking & Finance",91000.000000
Norfolk,"Accounting, Banking & Finance",90308.250000
Burnaby,"Accounting, Banking & Finance",90100.000000
Beaverton,"Accounting, Banking & Finance",90000.000000
Saxonburg,"Accounting, Banking & Finance",90000.000000
"Palm Springs","Accounting, Banking & Finance",90000.000000
Devon,"Accounting, Banking & Finance",90000.000000
Fargo,"Accounting, Banking & Finance",90000.000000
burbank,"Accounting, Banking & Finance",89900.000000
Houston,"Accounting, Banking & Finance",89802.941176
Hillsboro,"Accounting, Banking & Finance",89750.000000
Vancouver,"Accounting, Banking & Finance",89688.235294
"Ellicott City","Accounting, Banking & Finance",89500.000000
"North Platte","Accounting, Banking & Finance",89000.000000
"Raleigh ","Accounting, Banking & Finance",89000.000000
"Ann Arbor","Accounting, Banking & Finance",89000.000000
Nashville,"Accounting, Banking & Finance",88333.333333
Arcadia,"Accounting, Banking & Finance",88000.000000
"Windsor Locks","Accounting, Banking & Finance",87400.000000
"Austin metro area","Accounting, Banking & Finance",87000.000000
"Montgomery ","Accounting, Banking & Finance",87000.000000
" Charlottesville","Accounting, Banking & Finance",87000.000000
dublin,"Accounting, Banking & Finance",86805.555556
Joplin,"Accounting, Banking & Finance",86600.000000
Sacramento,"Accounting, Banking & Finance",86400.000000
Minneapolis,"Accounting, Banking & Finance",86393.000000
SC,"Accounting, Banking & Finance",86228.000000
"Metro Detroit ","Accounting, Banking & Finance",86000.000000
Raleigh,"Accounting, Banking & Finance",85714.285714
Charlotte,"Accounting, Banking & Finance",85663.636364
"Oklahoma City","Accounting, Banking & Finance",85000.000000
"Jonesboro ","Accounting, Banking & Finance",85000.000000
Düsseldorf,"Accounting, Banking & Finance",85000.000000
Annapolis,"Accounting, Banking & Finance",85000.000000
Bellingham,"Accounting, Banking & Finance",85000.000000
Missoula,"Accounting, Banking & Finance",85000.000000
"Sonoma County","Accounting, Banking & Finance",85000.000000
Southfield,"Accounting, Banking & Finance",85000.000000
"Apple Valley","Accounting, Banking & Finance",85000.000000
"Weehawken ","Accounting, Banking & Finance",85000.000000
"Houston ","Accounting, Banking & Finance",85000.000000
.,"Accounting, Banking & Finance",85000.000000
"College Station","Accounting, Banking & Finance",85000.000000
Fairbanks,"Accounting, Banking & Finance",85000.000000
"Philadelphia ","Accounting, Banking & Finance",84500.000000
Remote,"Accounting, Banking & Finance",84285.714286
"St. Paul","Accounting, Banking & Finance",83833.333333
"Santa Ana","Accounting, Banking & Finance",83000.000000
Cincinnati,"Accounting, Banking & Finance",82968.888889
EDINA,"Accounting, Banking & Finance",82500.000000
Pittsburgh,"Accounting, Banking & Finance",82420.625000
"Greater Boston","Accounting, Banking & Finance",82000.000000
"Santa Cruz","Accounting, Banking & Finance",82000.000000
Tupelo,"Accounting, Banking & Finance",82000.000000
"Sewickley ","Accounting, Banking & Finance",82000.000000
"Salt Lake City","Accounting, Banking & Finance",81986.181818
GC,"Accounting, Banking & Finance",81000.000000
"Las Vegas","Accounting, Banking & Finance",80666.666667
Athens,"Accounting, Banking & Finance",80530.000000
"Cambridge, ON","Accounting, Banking & Finance",80340.000000
Tennessee,"Accounting, Banking & Finance",80000.000000
Bedfordshire,"Accounting, Banking & Finance",80000.000000
Watertown,"Accounting, Banking & Finance",80000.000000
Greensboro,"Accounting, Banking & Finance",80000.000000
Weehawken,"Accounting, Banking & Finance",80000.000000
Larkspur,"Accounting, Banking & Finance",80000.000000
"Calumet City","Accounting, Banking & Finance",80000.000000
Purchase,"Accounting, Banking & Finance",80000.000000
"King of Prussia","Accounting, Banking & Finance",80000.000000
Salem,"Accounting, Banking & Finance",80000.000000
Montreal,"Accounting, Banking & Finance",79755.875000
Oakland,"Accounting, Banking & Finance",79333.333333
Ottawa,"Accounting, Banking & Finance",79333.333333
Portland,"Accounting, Banking & Finance",78620.185185
"Wilmington ","Accounting, Banking & Finance",78333.333333
"McLean ","Accounting, Banking & Finance",78309.666667
"San Diego","Accounting, Banking & Finance",78205.555556
Danbury,"Accounting, Banking & Finance",78000.000000
Puyallup,"Accounting, Banking & Finance",78000.000000
"Brentwood ","Accounting, Banking & Finance",78000.000000
Brick,"Accounting, Banking & Finance",77776.000000
"Buffalo ","Accounting, Banking & Finance",77666.666667
"Ottawa, Ontario","Accounting, Banking & Finance",77500.000000
Cleveland,"Accounting, Banking & Finance",77359.583333
Indianapolis,"Accounting, Banking & Finance",77302.454545
G,"Accounting, Banking & Finance",76800.000000
N/A-Remote,"Accounting, Banking & Finance",76500.000000
"Morristown ","Accounting, Banking & Finance",76000.000000
"Pittsburgh ","Accounting, Banking & Finance",76000.000000
Manhattan,"Accounting, Banking & Finance",76000.000000
"Naperville ","Accounting, Banking & Finance",76000.000000
Lafayette,"Accounting, Banking & Finance",76000.000000
Birmingham,"Accounting, Banking & Finance",75988.888889
"Columbia ","Accounting, Banking & Finance",75173.000000
Frederick,"Accounting, Banking & Finance",75125.000000
"Scott Depot","Accounting, Banking & Finance",75000.000000
"New Brunswick","Accounting, Banking & Finance",75000.000000
Kennesaw,"Accounting, Banking & Finance",75000.000000
"St. Thomas, USVI","Accounting, Banking & Finance",75000.000000
"Roseland ","Accounting, Banking & Finance",75000.000000
"Steinbach ","Accounting, Banking & Finance",75000.000000
Camden,"Accounting, Banking & Finance",75000.000000
"Vine Grove","Accounting, Banking & Finance",75000.000000
"Crescent City","Accounting, Banking & Finance",75000.000000
"Arroyo Grande","Accounting, Banking & Finance",75000.000000
"Lynnwood ","Accounting, Banking & Finance",75000.000000
"Fort Worth ","Accounting, Banking & Finance",75000.000000
"Washington, DC ","Accounting, Banking & Finance",75000.000000
"Gold Coast","Accounting, Banking & Finance",75000.000000
"Chicago suburbs","Accounting, Banking & Finance",74560.000000
Charleston,"Accounting, Banking & Finance",74500.000000
Columbus,"Accounting, Banking & Finance",74350.000000
Greenville,"Accounting, Banking & Finance",74340.000000
"Williamsburg ","Accounting, Banking & Finance",74000.000000
"Full time remote employee (prior to pandemic)","Accounting, Banking & Finance",74000.000000
Kenosha,"Accounting, Banking & Finance",74000.000000
Allentown,"Accounting, Banking & Finance",74000.000000
Omaha,"Accounting, Banking & Finance",73800.000000
Brisbane,"Accounting, Banking & Finance",73673.333333
Richmond,"Accounting, Banking & Finance",73452.937500
"Columbus ","Accounting, Banking & Finance",73100.000000
"Secaucus, NJ","Accounting, Banking & Finance",73000.000000
"Chicago ","Accounting, Banking & Finance",72957.142857
Durham,"Accounting, Banking & Finance",72833.333333
N/a,"Accounting, Banking & Finance",72642.857143
"Los Angeles ","Accounting, Banking & Finance",72625.000000
"Vancouver ","Accounting, Banking & Finance",72500.000000
Wichita,"Accounting, Banking & Finance",72120.000000
"Little Rock ","Accounting, Banking & Finance",72000.000000
"Oceanside ","Accounting, Banking & Finance",72000.000000
Portlanf,"Accounting, Banking & Finance",72000.000000
"Fully Remote","Accounting, Banking & Finance",72000.000000
"Denver ","Accounting, Banking & Finance",71750.000000
"Toronto, ON","Accounting, Banking & Finance",71750.000000
Amsterdam,"Accounting, Banking & Finance",71600.000000
Lenexa,"Accounting, Banking & Finance",71500.000000
Liverpool,"Accounting, Banking & Finance",71500.000000
"Santa Rosa","Accounting, Banking & Finance",71360.000000
Rockville,"Accounting, Banking & Finance",71333.333333
Columbia,"Accounting, Banking & Finance",71069.600000
Holland,"Accounting, Banking & Finance",71000.000000
Louisville,"Accounting, Banking & Finance",70242.307692
Elgin,"Accounting, Banking & Finance",70200.000000
"San Antonio","Accounting, Banking & Finance",70165.555556
"Chapel Hill","Accounting, Banking & Finance",70025.000000
"A small city","Accounting, Banking & Finance",70000.000000
"Kitchener ","Accounting, Banking & Finance",70000.000000
Berlin,"Accounting, Banking & Finance",70000.000000
"Morgantown ","Accounting, Banking & Finance",70000.000000
Albany,"Accounting, Banking & Finance",70000.000000
St.Louis,"Accounting, Banking & Finance",70000.000000
Marysville,"Accounting, Banking & Finance",70000.000000
"Overland Park ","Accounting, Banking & Finance",70000.000000
Bozeman,"Accounting, Banking & Finance",69916.000000
"Seattle, WA","Accounting, Banking & Finance",69700.000000
"Indianapolis ","Accounting, Banking & Finance",69500.000000
"Atlanta ","Accounting, Banking & Finance",69500.000000
Kennebunk,"Accounting, Banking & Finance",69444.500000
"Green Bay","Accounting, Banking & Finance",69201.000000
London,"Accounting, Banking & Finance",69064.910714
"The Hague","Accounting, Banking & Finance",69000.000000
North,"Accounting, Banking & Finance",69000.000000
Schaumburg,"Accounting, Banking & Finance",68685.000000
"Vienna ","Accounting, Banking & Finance",68598.000000
Aberdeen,"Accounting, Banking & Finance",68556.000000
Cambridge,"Accounting, Banking & Finance",68500.000000
Dayton,"Accounting, Banking & Finance",68400.000000
Charlottesville,"Accounting, Banking & Finance",67800.000000
Adelaide,"Accounting, Banking & Finance",67800.000000
Draper,"Accounting, Banking & Finance",67500.000000
Secaucus,"Accounting, Banking & Finance",67275.000000
Munich,"Accounting, Banking & Finance",67000.000000
"Mono, Ontario","Accounting, Banking & Finance",67000.000000
Edinburgh,"Accounting, Banking & Finance",66938.888889
"Louisville ","Accounting, Banking & Finance",66632.000000
"Greenville ","Accounting, Banking & Finance",66500.000000
"St Louis","Accounting, Banking & Finance",66250.000000
Winnipeg,"Accounting, Banking & Finance",66150.000000
Tulsa,"Accounting, Banking & Finance",66000.000000
"Schaumburg ","Accounting, Banking & Finance",66000.000000
Akron,"Accounting, Banking & Finance",66000.000000
Tempe,"Accounting, Banking & Finance",65500.000000
"Baton Rouge","Accounting, Banking & Finance",65250.000000
Richardson,"Accounting, Banking & Finance",65000.000000
"I work remotely with clients across the country","Accounting, Banking & Finance",65000.000000
"Falls Church","Accounting, Banking & Finance",65000.000000
"Port orchard ","Accounting, Banking & Finance",65000.000000
Pensacola,"Accounting, Banking & Finance",65000.000000
"Jacksonville ","Accounting, Banking & Finance",65000.000000
"Fort Myers","Accounting, Banking & Finance",65000.000000
"Platte City","Accounting, Banking & Finance",65000.000000
"South Charleston ","Accounting, Banking & Finance",65000.000000
"Horsham ","Accounting, Banking & Finance",64500.000000
Albuquerque,"Accounting, Banking & Finance",64500.000000
DFW,"Accounting, Banking & Finance",64500.000000
Andover,"Accounting, Banking & Finance",64200.000000
Poughkeepsie,"Accounting, Banking & Finance",64172.000000
Milwaukee,"Accounting, Banking & Finance",64100.000000
"Sioux Falls","Accounting, Banking & Finance",64000.000000
"Not a city ","Accounting, Banking & Finance",64000.000000
Midland,"Accounting, Banking & Finance",64000.000000
Merrimack,"Accounting, Banking & Finance",64000.000000
Savannah,"Accounting, Banking & Finance",63803.000000
Shreveport,"Accounting, Banking & Finance",63600.000000
"Long Beach","Accounting, Banking & Finance",63000.000000
"McKinney ","Accounting, Banking & Finance",63000.000000
"Johns Creek","Accounting, Banking & Finance",62500.000000
"Springfield ","Accounting, Banking & Finance",62500.000000
Medford,"Accounting, Banking & Finance",62500.000000
Lomdon,"Accounting, Banking & Finance",62500.000000
Pasadena,"Accounting, Banking & Finance",62400.000000
Carlsbad,"Accounting, Banking & Finance",62400.000000
Braintree,"Accounting, Banking & Finance",62400.000000
Bigfork,"Accounting, Banking & Finance",62088.000000
"Appleton ","Accounting, Banking & Finance",62000.000000
"Memphis ","Accounting, Banking & Finance",62000.000000
"Metro Detroit area","Accounting, Banking & Finance",62000.000000
"St. Cloud","Accounting, Banking & Finance",62000.000000
Surrey,"Accounting, Banking & Finance",62000.000000
"New Ulm","Accounting, Banking & Finance",62000.000000
